NOMAD1,RAJ2000,DEJ2000,YM,r,pmRA,e_pmRA,pmDE,e_pmDE,Bmag,r_Bmag,Vmag,r_Vmag,Rmag,r_Rmag,Jmag,Hmag,Kmag,R
1252-0387601,299.5287389,35.2465083,YM,B,0.0,0.0,0.0,0.0,17.450,Y,17.770,Y,16.960,B,15.343,14.884,14.583,
1252-0387604,299.5290194,35.2430497,YM,C,3.6,5.4,-8.1,5.4,15.550,Y,14.350,Y,13.670,B,10.635,9.848,9.572,
1252-0387608,299.5306017,35.2479808,YM,C,-0.1,5.5,-8.5,6.0,16.160,Y,15.720,Y,15.550,B,13.831,13.442,13.270,
1252-0387611,299.5308556,35.2320028,YM,B,0.0,0.0,0.0,0.0,17.500,Y,16.980,Y,16.550,B,15.608,15.086,15.153,
1252-0387635,299.5350861,35.2325139,YM,B,0.0,0.0,0.0,0.0,14.460,Y,13.710,Y,13.700,B,12.586,12.211,12.151,
1252-0387645,299.5367306,35.2589556,YM,B,4.0,7.0,-12.0,2.0,19.700,B,17.970,Y,17.920,B,16.213,15.449,15.271,
1252-0387665,299.5399611,35.2432139,YM,B,0.0,0.0,0.0,0.0,18.920,B,17.970,Y,16.710,B,15.303,14.628,14.458,
1252-0387637,299.5354083,35.2725167,YM,B,-6.0,1.0,-2.0,3.0,19.260,B,17.530,Y,17.400,B,15.391,14.634,14.638,
1252-0387647,299.5369639,35.2673111,YM,B,0.0,0.0,0.0,0.0,18.450,B,17.090,Y,16.010,B,13.007,12.074,11.698,
1252-0387659,299.5393192,35.2795289,YM,C,3.1,5.4,-5.7,5.5,15.990,Y,15.530,Y,15.300,B,14.141,13.683,13.496,
1252-0387692,299.5451583,35.2693083,YM,B,0.0,0.0,0.0,0.0,19.460,B,17.860,Y,17.130,B,14.342,13.429,13.150,
1252-0387696,299.5453694,35.2725611,YM,B,0.0,0.0,0.0,0.0,17.370,Y,16.910,Y,16.480,B,14.891,14.576,14.214,
1252-0387705,299.5467583,35.2681361,YM,B,0.0,0.0,0.0,0.0,19.280,B,17.970,Y,17.590,B,15.746,15.419,14.816,
1252-0387709,299.5476972,35.2645694,YM,B,0.0,0.0,0.0,0.0,18.090,Y,17.070,Y,16.460,B,14.592,13.932,13.705,
1252-0387716,299.5490111,35.2834111,YM,B,0.0,0.0,0.0,0.0,17.250,Y,16.570,Y,16.070,B,14.650,14.082,14.041,
1252-0387718,299.5492389,35.2585472,YM,B,0.0,0.0,0.0,0.0,18.630,B,17.540,Y,16.960,B,15.348,14.881,14.743,
1252-0387722,299.5500417,35.2553139,YM,B,0.0,0.0,0.0,0.0,19.510,B,17.970,Y,17.640,B,15.576,14.884,14.602,
1252-0387730,299.5523500,35.2605139,YM,B,0.0,0.0,0.0,0.0,18.270,B,17.050,Y,16.330,B,14.316,13.580,13.263,
1252-0387737,299.5539306,35.2644000,YM,B,-16.0,3.0,2.0,8.0,18.350,Y,17.970,Y,17.460,B,15.865,15.114,15.151,
1252-0387740,299.5549803,35.2710289,YM,C,1.1,5.4,-5.5,5.4,15.360,Y,14.520,Y,14.480,B,12.185,11.628,11.415,
1252-0387745,299.5559611,35.2687861,YM,B,0.0,0.0,0.0,0.0,19.180,B,17.650,Y,17.160,B,15.378,14.769,14.585,
1252-0387774,299.5612417,35.2599667,YM,B,0.0,0.0,0.0,0.0,17.970,Y,17.190,Y,16.890,B,15.153,14.759,14.375,
1252-0387778,299.5618972,35.2688083,YM,B,0.0,0.0,0.0,0.0,18.340,Y,16.750,Y,15.820,B,12.662,11.711,11.361,
1252-0387788,299.5630667,35.2855361,YM,B,0.0,0.0,0.0,0.0,18.050,Y,17.740,Y,16.850,B,15.114,14.637,14.401,
1252-0387791,299.5635847,35.2800456,YM,C,7.5,7.7,-13.5,6.4,18.250,Y,16.810,Y,15.620,B,12.131,11.077,10.704,
1252-0387818,299.5679894,35.2689586,YM,C,-3.1,5.4,-7.3,5.4,16.350,B,14.760,Y,14.220,B,11.094,10.355,10.087,
1252-0387827,299.5698194,35.2767128,YM,C,-11.4,3.7,6.4,4.1,13.290,Y,12.950,Y,12.770,B,11.481,11.156,11.072,
1252-0387830,299.5699972,35.2724417,YM,B,0.0,0.0,0.0,0.0,15.960,Y,17.070,Y,17.020,B,15.394,14.897,14.698,
1252-0387832,299.5703917,35.2692083,YM,B,0.0,0.0,0.0,0.0,15.330,Y,15.770,Y,17.280,B,15.398,14.807,14.414,
1252-0387397,299.4916194,35.2775444,YM,B,0.0,0.0,0.0,0.0,18.090,Y,17.640,Y,16.520,B,15.644,15.185,14.900,
1252-0387408,299.4934833,35.2670500,YM,B,0.0,0.0,0.0,0.0,19.290,B,17.970,Y,16.620,B,15.121,14.276,14.058,
1252-0387431,299.4977722,35.2623222,YM,B,0.0,0.0,0.0,0.0,19.490,B,17.920,Y,17.370,B,15.756,15.035,15.039,
1252-0387433,299.4980139,35.2833417,YM,B,2.0,4.0,8.0,2.0,17.990,Y,17.970,Y,17.240,B,15.858,15.223,14.833,
1252-0387442,299.4992028,35.2780111,YM,B,12.0,4.0,0.0,8.0,16.770,Y,16.380,Y,15.840,B,14.457,13.801,13.698,
1252-0387458,299.5027806,35.2644833,YM,B,0.0,0.0,0.0,0.0,18.140,Y,17.970,Y,17.000,B,15.457,14.864,14.798,
1252-0387486,299.5086139,35.2865694,YM,B,0.0,0.0,0.0,0.0,19.310,B,17.300,Y,17.540,B,16.350,15.583,15.545,
1252-0387487,299.5090764,35.2653781,YM,C,5.6,6.2,-9.1,6.2,17.410,Y,16.510,Y,15.700,B,12.634,11.804,11.562,
1252-0387500,299.5112472,35.2822194,YM,B,0.0,0.0,0.0,0.0,19.210,B,17.910,Y,17.180,B,15.673,15.356,14.913,
1252-0387504,299.5116972,35.2740722,YM,B,10.0,1.0,-4.0,1.0,19.300,B,17.520,Y,17.250,B,15.535,14.691,14.563,
1252-0387514,299.5130139,35.2912611,YM,Y,-11.3,9.0,-54.8,9.0,17.620,Y,16.990,Y,,,14.865,14.089,13.928,
1252-0387517,299.5133361,35.2772278,YM,B,0.0,0.0,0.0,0.0,18.280,Y,17.010,Y,16.180,B,14.746,14.156,14.102,
1252-0387524,299.5144336,35.2564917,YM,C,-1.2,6.4,-2.7,5.4,17.610,Y,16.090,Y,15.430,B,12.363,11.443,11.135,
1252-0387530,299.5157853,35.2889447,YM,C,-8.4,7.2,-8.6,5.4,16.250,Y,15.710,Y,14.960,B,14.016,13.690,13.387,
1252-0387544,299.5185139,35.2787444,YM,B,0.0,0.0,0.0,0.0,18.010,Y,16.920,Y,15.920,B,13.691,12.961,12.711,
1252-0387565,299.5212250,35.2761778,YM,B,0.0,0.0,0.0,0.0,19.110,B,17.700,Y,16.550,B,15.503,14.842,14.695,
1252-0387576,299.5240583,35.2785194,YM,B,0.0,0.0,0.0,0.0,16.590,Y,16.240,Y,15.610,B,14.605,13.983,13.977,
1252-0387598,299.5275167,35.2754889,YM,B,0.0,0.0,0.0,0.0,,,17.810,Y,18.660,B,16.213,15.167,15.223,
1252-0387534,299.5162806,35.2927083,YM,B,2.0,5.0,-8.0,2.0,17.570,Y,17.130,Y,15.770,B,14.627,14.044,13.881,
1252-0387564,299.5211500,35.2894139,YM,B,0.0,0.0,0.0,0.0,18.760,B,17.680,Y,16.790,B,15.980,15.122,15.141,
1252-0387581,299.5248722,35.2954333,YM,B,0.0,0.0,0.0,0.0,17.870,Y,17.060,Y,16.680,B,15.268,14.810,14.555,
1252-0387582,299.5252361,35.2925861,YM,B,8.0,3.0,-6.0,5.0,19.450,B,17.940,Y,17.710,B,15.532,14.935,14.874,
1252-0387589,299.5265722,35.2845667,YM,B,-4.0,5.0,-6.0,1.0,18.650,B,17.130,Y,17.320,B,15.753,14.997,14.999,
1252-0387595,299.5273778,35.2812944,YM,B,-6.0,1.0,-2.0,3.0,16.300,Y,15.920,Y,15.650,B,14.153,13.656,13.471,
1252-0387606,299.5303806,35.2932444,YM,B,0.0,0.0,0.0,0.0,18.610,B,17.650,Y,16.420,B,14.858,14.243,14.012,
1252-0387628,299.5341139,35.2761833,YM,B,-10.0,0.0,-4.0,2.0,,,17.970,Y,17.400,B,15.035,14.064,13.804,
1252-0387633,299.5348139,35.2971667,YM,B,0.0,0.0,0.0,0.0,17.720,Y,17.050,Y,16.400,B,14.903,14.452,14.160,
1252-0387642,299.5363639,35.2835722,YM,B,0.0,3.0,6.0,2.0,17.790,Y,17.540,Y,16.180,B,14.904,14.308,14.162,
1252-0387649,299.5373361,35.2838222,YM,B,0.0,0.0,0.0,0.0,17.570,Y,17.320,Y,16.310,B,15.199,14.769,14.481,
1252-0387689,299.5446694,35.2992889,YM,B,0.0,0.0,0.0,0.0,17.890,Y,17.270,Y,16.700,B,15.291,14.630,14.454,
1253-0393077,299.5233856,35.3000089,YM,C,-7.3,5.4,-2.2,5.6,18.090,Y,16.440,Y,14.970,B,11.672,10.599,10.230,
1253-0393091,299.5265417,35.3111306,YM,B,-16.0,3.0,-10.0,6.0,17.180,Y,16.440,Y,16.880,B,15.772,15.160,15.053,
1253-0393099,299.5279139,35.3132222,YM,B,-10.0,2.0,-6.0,4.0,16.520,Y,16.120,Y,17.240,B,15.525,15.214,14.821,
1253-0393164,299.5394639,35.3045417,YM,B,0.0,0.0,0.0,0.0,17.210,B,16.300,Y,,,14.195,13.563,13.343,
1253-0393167,299.5397611,35.3014139,YM,B,0.0,0.0,0.0,0.0,16.230,Y,14.900,Y,14.750,B,12.119,11.358,11.128,
1253-0393169,299.5401056,35.3050083,YM,B,0.0,0.0,0.0,0.0,16.270,Y,16.390,Y,14.690,B,12.926,11.932,11.612,
1251-0390206,299.6963361,35.1674694,YM,B,10.0,3.0,-4.0,1.0,19.150,B,17.650,Y,16.200,B,13.227,12.279,11.987,
1251-0390208,299.6969389,35.1566444,YM,B,-2.0,3.0,-30.0,1.0,16.750,Y,16.510,Y,15.980,B,15.048,14.529,14.493,
1251-0390240,299.7029194,35.1724417,YM,B,0.0,0.0,0.0,0.0,18.550,B,17.950,Y,15.520,B,14.929,14.451,14.118,
1251-0390242,299.7033472,35.1759528,YM,B,0.0,0.0,0.0,0.0,17.900,Y,16.670,Y,15.730,B,12.839,11.907,11.587,
1251-0390257,299.7067217,35.1718822,YM,C,11.2,5.4,-0.3,5.4,15.790,Y,15.280,Y,15.120,B,13.378,12.702,12.506,
1251-0390265,299.7073139,35.1511806,YM,B,0.0,0.0,0.0,0.0,18.070,Y,17.540,Y,17.910,e,15.384,14.646,14.307,
1251-0390269,299.7076528,35.1587822,YM,C,-2.6,5.6,3.6,7.1,14.950,Y,14.650,Y,14.280,B,13.356,13.044,12.939,
1251-0390277,299.7091444,35.1689639,YM,B,8.0,6.0,-10.0,2.0,19.300,B,17.080,Y,16.120,B,14.170,13.316,12.976,
1251-0390280,299.7095694,35.1617944,YM,B,0.0,0.0,0.0,0.0,17.420,Y,17.250,Y,15.310,B,14.291,13.791,13.547,
1251-0390299,299.7130500,35.1592889,YM,B,0.0,0.0,0.0,0.0,19.150,B,17.610,Y,15.950,B,13.169,12.233,11.891,
1251-0390301,299.7133472,35.1746556,YM,B,0.0,0.0,0.0,0.0,18.820,B,17.810,Y,16.920,B,15.551,14.923,14.538,
1251-0390312,299.7158417,35.1638222,YM,Y,-48.1,9.0,6.0,9.0,,,17.870,Y,,,15.009,14.085,13.769,
1251-0390316,299.7165250,35.1700528,YM,B,0.0,0.0,0.0,0.0,17.410,Y,16.400,Y,16.400,B,13.500,12.638,12.352,
1251-0390317,299.7168722,35.1617889,YM,B,8.0,3.0,4.0,3.0,19.500,B,17.690,Y,16.420,B,15.689,15.016,14.814,
1251-0390329,299.7206028,35.1646833,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.080,Y,16.100,B,13.471,12.553,12.227,
1251-0390332,299.7211908,35.1572683,YM,C,0.9,5.4,-8.6,5.4,14.930,Y,14.750,Y,14.550,B,13.309,13.003,12.917,
1251-0390338,299.7233217,35.1531656,YM,C,-10.7,6.6,-12.2,5.4,15.000,Y,14.990,Y,14.750,B,13.576,13.169,13.114,
1251-0390331,299.7210861,35.1707139,YM,B,0.0,0.0,0.0,0.0,19.730,B,17.840,Y,17.660,B,15.836,15.217,14.865,
1251-0390344,299.7245778,35.1898472,YM,B,0.0,0.0,0.0,0.0,18.180,Y,17.350,Y,15.820,B,14.916,14.061,13.717,
1251-0390355,299.7261222,35.1751917,YM,B,0.0,0.0,0.0,0.0,16.270,Y,15.970,Y,15.750,B,14.483,14.023,14.015,
1251-0390356,299.7262722,35.1853306,YM,B,10.0,2.0,8.0,5.0,17.010,Y,16.940,Y,15.240,B,14.460,14.089,13.910,
1251-0390366,299.7281250,35.1854889,YM,B,0.0,0.0,0.0,0.0,18.970,B,17.900,Y,16.850,B,15.621,14.961,14.996,
1251-0390375,299.7296111,35.1987917,YM,B,0.0,0.0,0.0,0.0,19.460,B,17.040,Y,17.370,B,15.503,14.789,14.721,
1251-0390376,299.7298114,35.1950169,YM,C,-3.1,5.4,-7.4,6.8,16.000,o,15.640,Y,14.810,B,14.133,13.711,13.615,
1251-0390379,299.7306528,35.1942306,YM,B,0.0,0.0,0.0,0.0,18.220,Y,17.970,Y,17.060,B,15.467,14.989,14.654,
1251-0390388,299.7330389,35.1919389,YM,B,0.0,0.0,0.0,0.0,18.030,Y,17.610,Y,16.890,B,15.586,15.082,14.766,
1251-0390394,299.7343342,35.1675042,YM,C,-6.7,5.5,0.2,5.5,15.680,Y,15.360,Y,14.600,B,13.753,13.355,13.223,
1251-0390402,299.7361139,35.1960028,YM,B,0.0,0.0,0.0,0.0,19.470,B,17.960,Y,16.970,B,14.022,13.096,12.807,
1251-0390438,299.7448019,35.1780153,YM,C,2.3,5.4,1.3,5.4,14.970,Y,14.680,Y,14.780,B,13.265,12.861,12.777,
1251-0390463,299.7479389,35.1786833,YM,B,0.0,0.0,0.0,0.0,18.090,Y,17.490,Y,16.960,B,14.391,13.814,13.551,
1251-0390047,299.6668917,35.1816583,YM,B,0.0,0.0,0.0,0.0,16.770,Y,16.660,Y,15.680,B,13.935,13.433,13.265,
1251-0390060,299.6694444,35.1823033,YM,C,-0.1,6.2,-4.7,5.8,14.950,Y,14.760,Y,14.850,B,13.372,13.033,12.979,
1251-0390087,299.6757617,35.1930453,YM,C,-8.0,5.4,-22.8,5.5,15.060,Y,14.610,Y,14.780,B,13.263,12.876,12.793,
1251-0390095,299.6770889,35.1957694,YM,B,0.0,0.0,0.0,0.0,15.980,Y,16.690,Y,15.790,B,14.766,14.487,14.214,
1251-0390096,299.6772056,35.1740222,YM,B,0.0,0.0,0.0,0.0,17.230,Y,16.660,Y,16.550,B,15.170,14.609,14.371,
1251-0390119,299.6816611,35.1925528,YM,B,0.0,0.0,0.0,0.0,18.510,B,17.590,Y,15.910,B,15.430,14.880,14.772,
1251-0390123,299.6821297,35.1737556,YM,C,-6.6,5.5,-5.6,5.4,15.730,Y,14.570,Y,14.000,B,10.806,10.037,9.789,
1251-0390125,299.6823583,35.1802083,YM,B,0.0,0.0,0.0,0.0,,,17.270,Y,17.700,B,15.102,14.307,13.875,
1251-0390128,299.6831528,35.1644139,YM,B,0.0,0.0,0.0,0.0,19.670,B,17.790,Y,16.820,B,14.159,13.233,12.893,
1251-0390132,299.6838694,35.1888972,YM,B,0.0,0.0,0.0,0.0,13.880,Y,13.580,Y,13.170,B,12.314,12.067,11.989,
1251-0390135,299.6839306,35.1912639,YM,B,0.0,0.0,0.0,0.0,16.830,Y,17.450,Y,16.220,B,13.932,13.143,12.900,
1251-0390138,299.6844778,35.1862028,YM,B,0.0,0.0,0.0,0.0,19.130,B,17.930,Y,16.720,B,14.121,13.231,12.977,
1251-0390144,299.6859722,35.1897333,YM,Y,4.6,9.0,-7.9,9.0,15.890,Y,15.970,Y,,,12.458,11.714,11.473,
1251-0390151,299.6873000,35.1725472,YM,B,10.0,3.0,-2.0,9.0,19.580,B,17.970,Y,17.610,B,15.792,14.910,14.679,
1251-0390155,299.6880667,35.1633611,YM,B,14.0,2.0,6.0,4.0,18.300,Y,16.800,Y,15.490,B,12.662,11.759,11.451,
1251-0390166,299.6901500,35.1674083,YM,Y,1.8,9.0,-38.9,9.0,16.450,Y,15.930,Y,,,13.641,13.169,12.946,
1251-0390169,299.6904333,35.1687389,YM,B,0.0,0.0,0.0,0.0,15.340,Y,15.220,Y,13.850,B,13.701,13.301,13.182,
1251-0390191,299.6938167,35.1842694,YM,B,2.0,2.0,8.0,3.0,18.350,Y,17.720,Y,16.720,B,14.743,14.092,14.023,
1251-0390197,299.6951833,35.1933583,YM,B,0.0,0.0,0.0,0.0,18.970,B,17.580,Y,17.060,B,15.391,14.951,14.740,
1251-0390220,299.6989769,35.1764319,YM,C,1.2,5.4,-4.8,5.4,17.290,Y,16.070,Y,15.240,B,11.886,10.929,10.607,
1251-0390228,299.7009614,35.1839956,YM,C,-1.8,5.8,-2.9,6.8,16.550,Y,15.920,Y,15.780,B,14.297,13.954,13.788,
1252-0388481,299.6861056,35.2034056,YM,B,0.0,0.0,0.0,0.0,19.160,B,17.680,Y,16.470,B,13.789,12.906,12.598,
1251-0390196,299.6949028,35.1995639,YM,B,2.0,2.0,10.0,1.0,16.780,Y,16.680,Y,15.550,B,14.887,14.487,14.340,
1251-0390230,299.7010889,35.1994139,YM,B,0.0,0.0,0.0,0.0,19.440,B,17.580,Y,17.180,B,15.576,14.952,14.999,
1251-0390261,299.7071694,35.1973028,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.230,Y,16.010,B,13.625,12.835,12.554,
1252-0388502,299.6902667,35.2042972,YM,B,8.0,2.0,0.0,3.0,17.270,Y,17.060,Y,15.660,B,15.250,14.724,14.711,
1252-0388556,299.6971417,35.2003222,YM,B,6.0,2.0,-4.0,5.0,19.380,B,17.970,Y,17.300,B,15.894,15.191,15.012,
1252-0388565,299.6988250,35.2052472,YM,B,-12.0,0.0,-32.0,1.0,15.150,Y,14.620,Y,13.960,B,12.570,11.974,11.856,
1252-0388590,299.7043417,35.2022083,YM,B,0.0,0.0,0.0,0.0,17.970,Y,16.870,Y,16.020,B,13.489,12.808,12.506,
1252-0388596,299.7052944,35.2086833,YM,Y,40.9,9.0,1.0,9.0,,,17.970,Y,,,16.010,15.256,14.744,
1252-0388600,299.7060806,35.2073333,YM,B,0.0,0.0,0.0,0.0,19.610,B,17.630,Y,16.500,B,14.305,13.423,13.147,
1252-0388623,299.7091603,35.2181100,YM,C,-3.5,5.4,-5.3,5.4,13.660,Y,13.410,Y,12.770,B,12.232,12.080,11.990,
1252-0388670,299.7175750,35.2089139,YM,B,0.0,0.0,0.0,0.0,17.830,Y,17.160,Y,16.370,B,14.791,14.285,14.218,
1252-0388688,299.7205194,35.2111917,YM,B,0.0,5.0,4.0,1.0,19.110,B,17.030,Y,16.120,B,12.208,11.057,10.646,
1252-0388709,299.7249389,35.2022139,YM,B,0.0,0.0,0.0,0.0,18.070,Y,17.610,Y,15.780,B,13.925,13.022,12.913,
1251-0390465,299.7481667,35.1970306,YM,Y,-118.3,9.0,149.2,9.0,17.590,Y,16.670,Y,,,9.708,8.478,7.966,
1251-0390470,299.7488389,35.1923694,YM,B,0.0,0.0,0.0,0.0,17.410,Y,16.970,Y,16.610,B,15.102,14.648,14.487,
1251-0390477,299.7492083,35.1853861,YM,B,8.0,2.0,4.0,7.0,16.960,Y,16.650,Y,16.070,B,14.926,14.432,14.196,
1251-0390485,299.7511667,35.1978083,YM,B,0.0,0.0,0.0,0.0,18.090,Y,16.600,Y,15.170,B,11.907,10.901,10.551,
1252-0388794,299.7405028,35.2099528,YM,Y,11.8,9.0,-28.8,9.0,18.350,Y,17.530,Y,,,15.726,15.166,14.813,
1252-0388808,299.7427583,35.2078944,YM,B,0.0,0.0,0.0,0.0,18.950,B,17.380,Y,16.550,B,13.698,12.958,12.663,
1252-0388844,299.7490444,35.2051083,YM,Y,7.9,9.0,3.8,9.0,,,17.900,Y,,,11.246,12.657,12.252,
1252-0388860,299.7527611,35.2186389,YM,B,6.0,1.0,0.0,1.0,18.230,Y,17.710,Y,16.890,B,15.461,14.830,14.688,
1252-0388864,299.7538056,35.2045472,YM,B,0.0,0.0,0.0,0.0,17.440,Y,17.280,Y,16.470,B,14.614,14.064,13.919,
1252-0388911,299.7607208,35.2018778,YM,C,-5.5,7.7,-22.5,5.6,15.750,Y,15.570,Y,15.490,B,13.450,13.072,12.845,
1252-0388895,299.7582806,35.2269944,YM,B,0.0,0.0,0.0,0.0,19.340,B,17.750,Y,17.060,B,15.199,14.567,14.381,
1252-0388910,299.7606056,35.2275944,YM,B,0.0,0.0,0.0,0.0,19.100,B,17.530,Y,17.290,B,15.448,15.086,14.794,
1252-0388920,299.7624917,35.2204750,YM,B,0.0,0.0,0.0,0.0,19.260,B,17.970,Y,16.640,B,14.486,13.627,13.439,
1252-0388679,299.7189778,35.2325111,YM,B,0.0,3.0,-34.0,4.0,18.060,Y,17.040,Y,16.580,B,14.797,14.196,13.926,
1252-0388680,299.7190889,35.2344444,YM,B,0.0,0.0,0.0,0.0,17.780,Y,16.970,Y,16.260,B,12.827,11.705,11.327,
1252-0388682,299.7193528,35.2242111,YM,B,0.0,0.0,0.0,0.0,19.850,B,17.970,Y,18.070,B,16.076,15.502,15.287,
1252-0388691,299.7208914,35.2295536,YM,C,-4.8,5.4,-7.7,5.8,17.570,Y,15.960,Y,15.230,B,11.235,10.155,9.785,
1252-0388711,299.7253619,35.2220861,YM,C,2.8,5.5,-7.6,5.4,15.150,Y,14.690,Y,14.920,B,12.818,12.375,12.266,
1252-0388721,299.7269139,35.2431361,YM,B,0.0,0.0,0.0,0.0,18.420,B,17.560,Y,17.000,B,15.728,15.560,14.980,
1252-0388729,299.7284472,35.2344694,YM,B,4.0,4.0,-8.0,2.0,19.310,B,17.540,Y,16.790,B,14.067,13.196,12.861,
1252-0388732,299.7292139,35.2393611,YM,B,4.0,3.0,4.0,1.0,19.360,B,17.970,Y,17.420,B,15.740,15.362,15.163,
1252-0388734,299.7294161,35.2129378,YM,C,3.1,5.4,-2.1,5.4,13.910,Y,13.650,Y,13.110,B,12.349,12.012,11.959,
1252-0388739,299.7304139,35.2448361,YM,Y,-7.6,9.0,24.2,9.0,,,16.970,Y,,,14.087,13.176,12.894,
1252-0388746,299.7315778,35.2455639,YM,B,0.0,0.0,0.0,0.0,17.730,Y,17.690,Y,15.660,B,15.304,14.694,14.401,
1252-0388747,299.7316750,35.2439639,YM,Y,0.9,9.0,-15.4,9.0,15.680,Y,15.390,Y,,,13.971,13.638,13.476,
1252-0388752,299.7321389,35.2378250,YM,B,4.0,1.0,-6.0,4.0,19.240,B,17.680,Y,17.130,B,14.996,14.319,14.122,
1252-0388762,299.7336889,35.2350639,YM,B,0.0,0.0,0.0,0.0,19.000,B,17.900,Y,16.610,B,13.836,12.986,12.724,
1252-0388771,299.7359278,35.2241361,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.430,Y,16.720,B,15.407,14.852,14.477,
1252-0388785,299.7384556,35.2181444,YM,B,0.0,0.0,0.0,0.0,18.890,B,17.290,Y,15.880,B,11.849,10.660,10.260,
1252-0388793,299.7404250,35.2326556,YM,B,0.0,0.0,0.0,0.0,19.100,B,17.790,Y,16.620,B,14.144,13.345,13.016,
1252-0388826,299.7456528,35.2303778,YM,B,0.0,0.0,0.0,0.0,18.990,B,17.650,Y,16.940,B,15.307,14.630,14.628,
1252-0388835,299.7478528,35.2263861,YM,B,0.0,0.0,0.0,0.0,19.270,B,17.320,Y,16.680,B,13.284,12.320,11.967,
1252-0388767,299.7352306,35.2472667,YM,B,6.0,6.0,-4.0,0.0,19.430,B,17.970,Y,17.200,B,15.207,14.442,14.215,
1252-0388795,299.7408694,35.2614861,YM,B,0.0,0.0,0.0,0.0,18.330,B,17.830,Y,16.880,B,15.486,14.846,14.634,
1252-0388798,299.7411139,35.2495944,YM,B,0.0,0.0,0.0,0.0,18.260,Y,17.340,Y,16.460,B,13.807,13.038,12.755,
1252-0388807,299.7426556,35.2422083,YM,B,0.0,0.0,0.0,0.0,17.600,Y,16.870,Y,16.030,B,14.935,14.279,14.103,
1252-0388815,299.7432667,35.2618028,YM,B,-2.0,2.0,-14.0,2.0,15.720,Y,15.480,Y,15.290,B,13.728,13.330,13.183,
1252-0388816,299.7434556,35.2548056,YM,B,-2.0,3.0,-8.0,2.0,19.260,B,17.730,Y,17.300,B,15.968,15.272,15.026,
1252-0388829,299.7460194,35.2404306,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.170,Y,16.500,B,13.759,12.936,12.689,
1252-0388834,299.7477819,35.2561669,YM,C,12.2,5.4,3.9,5.5,14.830,Y,14.510,Y,14.370,B,13.350,13.045,12.923,
1252-0388841,299.7487281,35.2378439,YM,C,-3.5,5.6,-4.6,5.5,15.430,Y,15.070,Y,15.110,B,13.753,13.398,13.293,
1252-0388850,299.7511333,35.2542944,YM,B,0.0,0.0,0.0,0.0,17.560,Y,17.160,Y,18.030,e,14.987,14.445,14.086,
1252-0388867,299.7541500,35.2485917,YM,B,0.0,0.0,0.0,0.0,17.810,Y,17.270,Y,16.400,B,14.038,13.221,12.922,
1252-0388870,299.7545397,35.2394600,YM,C,-3.1,5.4,-10.1,5.4,14.910,Y,14.650,Y,14.520,B,13.171,12.735,12.586,
1251-0389945,299.6506361,35.1978639,YM,Y,-1.5,9.0,-17.1,9.0,,,17.590,Y,,,14.022,13.214,12.958,
1251-0389953,299.6519361,35.1972083,YM,B,0.0,0.0,0.0,0.0,18.760,B,16.960,Y,15.890,B,13.631,12.760,12.429,
1251-0389956,299.6523000,35.1953861,YM,B,0.0,0.0,0.0,0.0,19.470,B,16.950,Y,17.560,B,15.996,15.569,15.333,
1251-0389995,299.6583722,35.1972056,YM,Y,1.5,9.0,19.6,9.0,,,16.670,Y,,,14.990,14.461,14.409,
1251-0390001,299.6591694,35.1965528,YM,B,0.0,0.0,0.0,0.0,16.030,Y,15.750,Y,14.220,B,13.528,12.810,12.547,
1251-0390026,299.6634972,35.1845306,YM,Y,-74.5,9.0,-64.0,9.0,16.520,Y,16.070,Y,,,13.830,13.333,13.086,
1251-0390029,299.6637750,35.1858500,YM,B,0.0,0.0,0.0,0.0,16.870,Y,16.400,Y,15.550,B,14.041,13.509,13.300,
1251-0390037,299.6648972,35.1939778,YM,B,8.0,1.0,2.0,3.0,19.660,B,17.590,Y,16.720,B,15.153,14.330,14.137,
1251-0390045,299.6665333,35.1855806,YM,B,0.0,0.0,0.0,0.0,18.490,B,17.060,Y,16.100,B,13.291,12.428,12.156,
1251-0390051,299.6671750,35.1924750,YM,B,0.0,0.0,0.0,0.0,18.340,Y,17.820,Y,16.750,B,15.157,14.551,14.426,
1251-0390057,299.6690222,35.1974833,YM,B,0.0,0.0,0.0,0.0,18.800,B,17.880,Y,16.340,B,15.102,14.324,14.211,
1251-0390059,299.6691611,35.1899000,YM,B,0.0,0.0,0.0,0.0,,,17.360,Y,18.050,B,16.731,15.749,15.269,
1251-0390079,299.6732306,35.1951417,YM,B,6.0,1.0,2.0,1.0,16.340,Y,16.490,Y,15.780,B,14.586,14.096,14.039,
1252-0388207,299.6424639,35.2047778,YM,B,0.0,0.0,0.0,0.0,17.430,B,16.750,Y,14.620,B,13.195,12.345,12.073,
1252-0388233,299.6482444,35.2037028,YM,B,32.0,3.0,-10.0,2.0,18.350,Y,17.450,Y,15.100,B,13.821,12.932,12.632,
1252-0388273,299.6543917,35.2105361,YM,B,-6.0,9.0,6.0,1.0,,,17.690,Y,16.760,B,13.696,12.720,12.349,
1252-0388293,299.6573083,35.2063889,YM,B,0.0,0.0,0.0,0.0,,,17.970,Y,16.360,B,14.320,13.266,12.974,
